"index","collection","packageId","granuleId","title","detailsLink","pdfLink","pdfSize","htmlLink","htmlSize","xmlLink","xmlSize","otherLink1","other1Size","otherLink2","other2Size","teaser","historical","publishdate"
"615","Congressional Committee Prints","CPRT-116JPRT36743","CPRT-116JPRT36743","CONGRESSIONAL-EXECUTIVE COMMISSION ON CHINA ANNUAL REPORT 2019","https://www.govinfo.gov/app/details/CPRT-116JPRT36743/CPRT-116JPRT36743","https://www.govinfo.gov/content/pkg/CPRT-116JPRT36743/pdf/CPRT-116JPRT36743.pdf","1.0 MB","https://www.govinfo.gov/content/pkg/CPRT-116JPRT36743/html/CPRT-116JPRT36743.htm","1.3 MB","","0 B","","0 B","","0 B","the Congressional-Executive Commission on China [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: https://www.cecc.gov CONGRESSIONAL-EXECUTIVE COMMISSION ON CHINA ANNUAL REPORT 2019 ONE HUNDRED SIXTEENTH CONGRESS FIRST SESSION NOVEMBER 18, 2019 Printed for the use of the Congressional-Executive Commission on China [GRAPHIC...","","2019-11-18"
"616","Congressional Committee Prints","CPRT-91SPRT40311","CPRT-91SPRT40311","Title 5, United States Code, government organization and employees: 91st Congress: 2nd session (1970), prepared by the Committee on Post Office and Civil Service, House of Representatives.","https://www.govinfo.gov/app/details/CPRT-91SPRT40311/CPRT-91SPRT40311","https://www.govinfo.gov/content/pkg/CPRT-91SPRT40311/pdf/CPRT-91SPRT40311.pdf","161.7 MB","","0 B","","0 B","","0 B","","0 B"," jST OFFICE AND CIVIL SERVICE UNITED STATES SENATE JANUARY 31, 1970 Printed for the use of the Committee on Post Office and Civil Service 91®* Congress 1 COMMITTEE PRINT NO. 22d Session f TITLE 5, UNITED STATES CODE Government Organization and Employees PREPARED BY THE COMMITTEE ON POST OFFICE AND CIVIL SERVICE UNITED STATES SENATE JANUARY 31, 1970...","","1970-01-31"
"617","Congressional Committee Prints","CPRT-114HPRT24163","CPRT-114HPRT24163","House Committee on Homeland Security Legislative Calendar - 114th Congress (2015 - 2016)","https://www.govinfo.gov/app/details/CPRT-114HPRT24163/CPRT-114HPRT24163","https://www.govinfo.gov/content/pkg/CPRT-114HPRT24163/pdf/CPRT-114HPRT24163.pdf","1.4 MB","https://www.govinfo.gov/content/pkg/CPRT-114HPRT24163/html/CPRT-114HPRT24163.htm","1.7 KB","","0 B","","0 B","","0 B",", Chairman First Session Convened January 6, 2015 Adjourned December 18, 2015 Second Session Convened January 4, 2016 Adjourned January 3, 2016 Copies of bills, resolutions, and reports listed herein may be obtained, so long as they remain available, from the Superintendent, Document Room, House of Representatives, Washington, D.C., and on-line ...","","2015-01-06"
"618","Congressional Committee Prints","CPRT-111HPRT63160","CPRT-111HPRT63160","IKE SKELTON NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2011","https://www.govinfo.gov/app/details/CPRT-111HPRT63160/CPRT-111HPRT63160","https://www.govinfo.gov/content/pkg/CPRT-111HPRT63160/pdf/CPRT-111HPRT63160.pdf","1.6 MB","https://www.govinfo.gov/content/pkg/CPRT-111HPRT63160/html/CPRT-111HPRT63160.htm","1.8 MB","","0 B","","0 B","","0 B","THE COMMITTEE ON ARMED SERVICES HOUSE OF REPRESENTATIVES LEGISLATIVE TEXT AND JOINT EXPLANATORY STATEMENT to accompany H.R. 6523 PUBLIC LAW 111-383 [GRAPHIC] [TIFF OMITTED] TONGRESS.#13 December 2010 IKE SKELTON NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2011 111th Congress 2d Session HOUSE OF REPRESENTATIVES HASC No. 5 IKE SKELTON NATIONAL...","","2010-12-01"
"619","Congressional Committee Prints","CPRT-94SPRT66115","CPRT-94SPRT66115","Legislative review activity, 1975: report of the Committee on Labor and Public Welfare, United States Senate, for the 94th Congress, first session.","https://www.govinfo.gov/app/details/CPRT-94SPRT66115/CPRT-94SPRT66115","https://www.govinfo.gov/content/pkg/CPRT-94SPRT66115/pdf/CPRT-94SPRT66115.pdf","21.8 MB","","0 B","","0 B","","0 B","","0 B","]AKY KANSAS STATE UNIVERSITY LEGISLATIVE REVIEW _S ACTIVITY, 1975 == zr IQ ----- _□ - = cO J REPORT jq j OF THE ■* COMMITTEE ON LABOR AND PUBLIC WELFARE UNITED STATES SENATE FOR THE 94th Congress First Session MARCH 1976 Printed for the use of the Committee on Labor and Public Welfare 66-115 U.S. GOVERNMENT PRINTING OFFICE WASHINGTON : 1976 ...","","1976-03-01"
"620","Congressional Committee Prints","CPRT-114JPRT21471","CPRT-114JPRT21471","CONGRESSIONAL-EXECUTIVE COMMISSION ON CHINA ANNUAL REPORT 2016","https://www.govinfo.gov/app/details/CPRT-114JPRT21471/CPRT-114JPRT21471","https://www.govinfo.gov/content/pkg/CPRT-114JPRT21471/pdf/CPRT-114JPRT21471.pdf","5.5 MB","https://www.govinfo.gov/content/pkg/CPRT-114JPRT21471/html/CPRT-114JPRT21471.htm","1.5 MB","","0 B","","0 B","","0 B","the Congressional-Executive Commission on China [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.cecc.gov _________ U.S. GOVERNMENT PUBLISHING OFFICE 21-471 PDF WASHINGTON: 2016 For sale by the Superintendent of Documents, U.S. Government Publishing Office, Internet: bookstore.gpo.gov. Phone: toll free (866) ...","","2016-10-06"
"621","Congressional Committee Prints","CPRT-113HPRT99396","CPRT-113HPRT99396","JOURNAL AND HISTORY OF LEGISLATION","https://www.govinfo.gov/app/details/CPRT-113HPRT99396/CPRT-113HPRT99396","https://www.govinfo.gov/content/pkg/CPRT-113HPRT99396/pdf/CPRT-113HPRT99396.pdf","4.1 MB","https://www.govinfo.gov/content/pkg/CPRT-113HPRT99396/html/CPRT-113HPRT99396.htm","1.5 KB","","0 B","","0 B","","0 B",", Chairman FINAL EDITION — December 31, 2014 SECOND SESSION For sale by the Superintendent of Documents, Congressional Sales Office U.S. Government Publishing Office, Washington, DC 20402       2015,2JANUARYADJOURNED 20143,JANUARYCONVENED SESSIONSECOND 20143,JANUARYADJOURNED 20133,JANUARYCONVENED SESSIONFIRST COMMITTEE ON FINANCIAL ...","","2015-01-02"
"622","Congressional Committee Prints","CPRT-95HPRT94138","CPRT-95HPRT94138","Catalog of Federal loan guarantee programs. Subcommittee on Economic Stabilization of the Committee on Banking, Finance, and Urban Affairs, House of Representatives, 95th Congress, first session.","https://www.govinfo.gov/app/details/CPRT-95HPRT94138/CPRT-95HPRT94138","https://www.govinfo.gov/content/pkg/CPRT-95HPRT94138/pdf/CPRT-95HPRT94138.pdf","158.6 MB","","0 B","","0 B","","0 B","","0 B"," ON ECONOMIC STABILIZATION OF THE COMMITTEE ON BANKING, FINANCE AND URBAN AFFAIRS HOUSE OF REPRESENTATIVES 95th Congress, First Session ui eO <0 □ □ (T H H SEPTEMBER 1977 Printed for the use of the Committee on Banking, Finance and Urban Affairs The report has not been officially adopted by the Subcommittee on Economic Stabilization and may ...","","1977-09-01"
"623","Congressional Committee Prints","CPRT-116HPRT38679","CPRT-116HPRT38679","FURTHER CONSOLIDATED APPROPRIATIONS ACT, 2020","https://www.govinfo.gov/app/details/CPRT-116HPRT38679/CPRT-116HPRT38679","https://www.govinfo.gov/content/pkg/CPRT-116HPRT38679/pdf/CPRT-116HPRT38679.pdf","10.0 MB","https://www.govinfo.gov/content/pkg/CPRT-116HPRT38679/html/CPRT-116HPRT38679.htm","2.7 MB","","0 B","","0 B","","0 B"," U.S. HOUSE OF REPRESENTATIVES on H.R. 1865 / Public Law 116-94 [Legislative Text and Explanatory Statement] [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] January 2020 U.S. GOVERNMENT PUBLISHING OFFICE 38-679 WASHINGTON : 2020 COMMITTEE ON APPROPRIATIONS NITA M. LOWEY, New York, Chairwoman MARCY KAPTUR, Ohio PETER J. VISCLOSKY, Indiana JOSE E. ...","","2020-01-01"
"624","Congressional Committee Prints","CPRT-95SPRT26489O","CPRT-95SPRT26489O","Humanitarian problems of Southeast Asia, 1977-78: a study mission report.","https://www.govinfo.gov/app/details/CPRT-95SPRT26489O/CPRT-95SPRT26489O","https://www.govinfo.gov/content/pkg/CPRT-95SPRT26489O/pdf/CPRT-95SPRT26489O.pdf","154.3 MB","","0 B","","0 B","","0 B","","0 B"," ON THE JUDICIARY UNITED STATES SENATE NINETY-FIFTH CONGRESS SECOND SESSION MARCH 1978 [COMMITTEE PRINT] HUMANITARIAN PROBLEMS OF SOUTHEAST ASIA, 1977-78 A STUDY MISSION REPORT Prepared for the Use of the COMMITTEE ON THE JUDICIARY UNITED STATES SENATE NINETY-FIFTH CONGRESS SECOND SESSION MARCH 1978 U.S. GOVERNMENT PRINTING OFFICE 26-489 0 ...","","1978-03-01"
"625","Congressional Committee Prints","CPRT-109JPRT29862","CPRT-109JPRT29862","CONGRESSIONAL-EXECUTIVE COMMISSION ON CHINA ANNUAL REPORT 2006","https://www.govinfo.gov/app/details/CPRT-109JPRT29862/CPRT-109JPRT29862","https://www.govinfo.gov/content/pkg/CPRT-109JPRT29862/pdf/CPRT-109JPRT29862.pdf","842.4 KB","https://www.govinfo.gov/content/pkg/CPRT-109JPRT29862/html/CPRT-109JPRT29862.htm","1.1 MB","","0 B","","0 B","","0 B"," Congressional-Executive Commission on China Available via the World Wide Web: http://www.cecc.gov _____ U.S. GOVERNMENT PRINTING OFFICE 29-862 PDF WASHINGTON : 2006 For sale by the Superintendent of Documents, U.S. Government Printing Office Internet: bookstore.gpo.gov Phone: toll free (866) 512-1800; DC area (202) 512-1800 Fax: (202) 512-2250 ...","","2006-09-20"
"626","Congressional Committee Prints","CPRT-96JPRT61413O","CPRT-96JPRT61413O","Fiscal year 1981 arms control impact statements: statements submitted to the Congress by the President, pursuant to Section 36 of the Arms Control and Disarmament Act, May 1980.","https://www.govinfo.gov/app/details/CPRT-96JPRT61413O/CPRT-96JPRT61413O","https://www.govinfo.gov/content/pkg/CPRT-96JPRT61413O/pdf/CPRT-96JPRT61413O.pdf","192.5 MB","","0 B","","0 B","","0 B","","0 B"," to the Congress by the President Pursuant to Section 36 of the Arms Control and Disarmament Act MAY 1980 DOCUMENTS MAY 2 81980 FARHELL L. ;.r:ARY Printed for the use of the/V?ommi€leestbi^!F'ore^;n'Affairs and Foreign Relations of the House of Representatives and Senate respectively 96th Congress 1 2d Session J JOINT COMMITTEE PRINT FISCAL YEAR ...","","1980-05-01"
"627","Congressional Committee Prints","CPRT-112HPRT68512","CPRT-112HPRT68512","RULES ADOPTED BY THE COMMITTEES OF THE HOUSE OF REPRESENTATIVES","https://www.govinfo.gov/app/details/CPRT-112HPRT68512/CPRT-112HPRT68512","https://www.govinfo.gov/content/pkg/CPRT-112HPRT68512/pdf/CPRT-112HPRT68512.pdf","875.9 KB","https://www.govinfo.gov/content/pkg/CPRT-112HPRT68512/html/CPRT-112HPRT68512.htm","1.0 MB","","0 B","","0 B","","0 B"," ON RULES Printed for the use of the Committee on Rules 112th Congress 1st Session COMMITTEE PRINT RULES ADOPTED BY THE COMMITTEES OF THE HOUSE OF REPRESENTATIVES 112th Congress 2011-2012 compiled by the COMMITTEE ON RULES Printed for the use of the Committee on Rules ____ U.S. GOVERNMENT PRINTING OFFICE 68-512 WASHINGTON : 2011 COMMITTEE ...","","2012-01-01"
"628","Congressional Committee Prints","CPRT-106HPRT56212","CPRT-106HPRT56212","RULES ADOPTED BY THE COMMITTEES OF THE HOUSE OF REPRESENTATIVES","https://www.govinfo.gov/app/details/CPRT-106HPRT56212/CPRT-106HPRT56212","https://www.govinfo.gov/content/pkg/CPRT-106HPRT56212/pdf/CPRT-106HPRT56212.pdf","729.3 KB","https://www.govinfo.gov/content/pkg/CPRT-106HPRT56212/html/CPRT-106HPRT56212.htm","851.6 KB","","0 B","","0 B","","0 B"," ON RULES [GRAPHIC] [TIFF OMITTED] CONGRESS.#13 Printed for the use of the Committee on Rules COMMITTEE ON RULES DAVID DREIER, California, Chairman PORTER GOSS, Florida JOHN JOSEPH MOAKLEY, Massachusetts JOHN LINDER, Georgia MARTIN FROST, Texas DEBORAH PRYCE, Ohio TONY HALL, Ohio LINCOLN DIAZ-BALART, Florida LOUISE SLAUGHTER, New York DOC ...","","2000-01-01"
"629","Congressional Committee Prints","CPRT-91HPRT46762","CPRT-91HPRT46762","Technology assessment; annotated bibliography and inventory of congressional organization for science and technology.","https://www.govinfo.gov/app/details/CPRT-91HPRT46762/CPRT-91HPRT46762","https://www.govinfo.gov/content/pkg/CPRT-91HPRT46762/pdf/CPRT-91HPRT46762.pdf","50.8 MB","","0 B","","0 B","","0 B","","0 B"," OF CONGRESSIONAL ORGANIZATION FOR SCIENCE AND TECHNOLOGY PREPARED FOR THE SUBCOMMITTEE ON SCIENCE, RESEARCH, AND DEVELOPMENT COMMITTEE ON SCIENCE AND ASTRONAUTICS U.S. HOUSE OF REPRESENTATIVES NINETY-FIRST CONGRESS SECOND SESSION Serial Q JULY 15, 1970 Printed for the use of the Committee on Science and Astronautics 46-762 U.S. GOVERNMENT ...","","1970-07-15"
"630","Congressional Committee Prints","CPRT-95HPRT22995","CPRT-95HPRT22995","Report on the activities of the Merchant Marine and Fisheries Committee, 95th Congress, 1st session.","https://www.govinfo.gov/app/details/CPRT-95HPRT22995/CPRT-95HPRT22995","https://www.govinfo.gov/content/pkg/CPRT-95HPRT22995/pdf/CPRT-95HPRT22995.pdf","131.5 MB","","0 B","","0 B","","0 B","","0 B","ON THE ACTIVITIES OF THE MERCHANT MARINE AND FISHERIES COMMITTEE 95TH CONGRESS, 1ST SESSION Serial No. 95-C Printed for the use of the Committee on Merchant Marine and Fisheries 22-995 U.S. GOVERNMENT PRINTING OFFICE WASHINGTON : 1978 J J3«r’Al Yf’-^ 1VMU UATc • Acki.Vl COMMITTEE ON MERCHANT MARINE AND FISHERIES JOHN M. MURPHY, New York, Chairman ...","","1978-01-01"
"631","Congressional Committee Prints","CPRT-88HPRT34936","CPRT-88HPRT34936","Food costs--farm prices: 1964: 88th Congress, 2nd session, a compilation of information relating to agriculture; by the Committee on Agriculture, House of Representatives.","https://www.govinfo.gov/app/details/CPRT-88HPRT34936/CPRT-88HPRT34936","https://www.govinfo.gov/content/pkg/CPRT-88HPRT34936/pdf/CPRT-88HPRT34936.pdf","55.9 MB","","0 B","","0 B","","0 B","","0 B","__ A Compilation of Information Relating to Agriculture BY THE COMMITTEE ON AGRICULTURE HOUSE OF REPRESENTATIVES EIGHTY-EIGHTH/CONGRESS second Session U.S. GOVERNMENT PRINTING OFFICE 34-936 WASHINGTON : 1964 COMMITTEE ON AGRICULTURE HAROLD D. COOLEY, North Carolina, Chairman W. R. POAGE, Texas, Vice Chairman GEORGE GRANT, Alabama E. C. GATHINGS, ...","","1964-07-01"
"632","Congressional Committee Prints","CPRT-95JPRT95041","CPRT-95JPRT95041","Nuclear proliferation factbook: prepared for the Subcommittee on International Economic Policy and Trade of the Committee on International Relations.","https://www.govinfo.gov/app/details/CPRT-95JPRT95041/CPRT-95JPRT95041","https://www.govinfo.gov/content/pkg/CPRT-95JPRT95041/pdf/CPRT-95JPRT95041.pdf","244.0 MB","","0 B","","0 B","","0 B","","0 B","ON INTERNATIONAL ECONOMIC POLICY AND TRADE OF THE COMMITTEE ON INTERNATIONAL RELATIONS U.S. HOUSE OF REPRESENTATIVES AND THE SUBCOMMITTEE ON ENERGY, NUCLEAR PROLIFERATION, AND FEDERAL SERVICES OF THE COMMITTEE ON GOVERNMENTAL A RE AIRS U.S. SENATE BY THE ENVIRONMENT AND NATURAL RESOURCES POLICY DIVISION, CONGRESSIONAL RESEARCH SERVICE, LIBRARY OF ...","","1977-09-23"
"633","Congressional Committee Prints","CPRT-89HPRT45395","CPRT-89HPRT45395","Food costs--farm prices: 1965: 89th Congress, 1st session, a compilation of information relating to agriculture; by the Committee on Agriculture, House of Representatives.","https://www.govinfo.gov/app/details/CPRT-89HPRT45395/CPRT-89HPRT45395","https://www.govinfo.gov/content/pkg/CPRT-89HPRT45395/pdf/CPRT-89HPRT45395.pdf","57.9 MB","","0 B","","0 B","","0 B","","0 B"," OF REPRESENTATIVES April 1965 I Printed for the use of the Committee on Agriculture 45-395 U.S. GOVERNMENT PRINTING OFFICE WASHINGTON : 1965 COMMITTEE ON AGRICULTURE HAROLD D. COOLEY, Noith Carolina, Chairman W. R. POAGE, Texas, Vice Chairman E. C. GATHINGS, Arkansas JOHN L. McMILLAN, South Carolina THOMAS G. ABERNETHY, Mississippi WATKINS M. ...","","1965-04-01"
"634","Congressional Committee Prints","CPRT-111JPRT61507","CPRT-111JPRT61507","CONGRESSIONAL-EXECUTIVE COMMISSION ON CHINA ANNUAL REPORT 2010","https://www.govinfo.gov/app/details/CPRT-111JPRT61507/CPRT-111JPRT61507","https://www.govinfo.gov/content/pkg/CPRT-111JPRT61507/pdf/CPRT-111JPRT61507.pdf","1.0 MB","https://www.govinfo.gov/content/pkg/CPRT-111JPRT61507/html/CPRT-111JPRT61507.htm","1.4 MB","","0 B","","0 B","","0 B"," Congressional-Executive Commission on China Available via the World Wide Web: http://www.cecc.gov CONGRESSIONAL-EXECUTIVE COMMISSION ON CHINA ANNUAL REPORT 2010 ONE HUNDRED ELEVENTH CONGRESS SECOND SESSION OCTOBER 10, 2010 Printed for the use of the Congressional-Executive Commission on China Available via the World Wide Web: http://www.cecc.gov...","","2010-10-10"
"635","Congressional Committee Prints","CPRT-110HPRT44807","CPRT-110HPRT44807-Part4","CONSOLIDATED SECURITY, DISASTER ASSISTANCE, AND CONTINUING APPROPRIATIONS ACT, 2009","https://www.govinfo.gov/app/details/CPRT-110HPRT44807/CPRT-110HPRT44807-Part4","https://www.govinfo.gov/content/pkg/CPRT-110HPRT44807/pdf/CPRT-110HPRT44807-Part4.pdf","7.0 MB","https://www.govinfo.gov/content/pkg/CPRT-110HPRT44807/html/CPRT-110HPRT44807-Part4.htm","1.0 MB","","0 B","","0 B","","0 B","DIVISION C--DEPARTMENT OF DEFENSE APPROPRIATIONS ACT, 2009 CONTENTS, DIVISION C Page Legislative Text: Title I--Military Personnel 58 Title II--Operation and Maintenance 60 Title III--Procurement 65 Title IV--Research, Development, Test, and Evaluation........ 71 Title V--Revolving and Management Funds 72 Title VI--Other Department of Defense ...","","2008-10-01"
"636","Congressional Committee Prints","CPRT-94HPRT53062","CPRT-94HPRT53062","""Review of Amtrak train """"The Inter-American"""": report by the Subcommittee on Oversight and Investigations of the Committee on Interstate and Foreign Commerce, House of Representatives, Ninety-fourth Congress, first session. July 1975.""","https://www.govinfo.gov/app/details/CPRT-94HPRT53062/CPRT-94HPRT53062","https://www.govinfo.gov/content/pkg/CPRT-94HPRT53062/pdf/CPRT-94HPRT53062.pdf","50.9 MB","","0 B","","0 B","","0 B","","0 B","” REPORT BY THE SUBCOMMITTEE ON OVERSIGHT AND INVESTIGATIONS OF THE COMMITTEE ON INTERSTATE AND FOREIGN COMMERCE HOUSE OF REPRESENTATIVES NINETY-FOURTH CONGRESS FIRST SESSION JULY 1975 5S-062 U.S. GOVERNMENT PRINTING OFFICE WASHINGTON : 1975 r KANSAS STATE । UNIVERSITY LIBRARY MANHATTAN COMMITTEE ON INTERSTATE AND FOREIGN COMMERCE HARLEY O. ...","","1975-07-01"
"637","Congressional Committee Prints","CPRT-94SPRT66609","CPRT-94SPRT66609","The water resources research act of 1964--an assessment.","https://www.govinfo.gov/app/details/CPRT-94SPRT66609/CPRT-94SPRT66609","https://www.govinfo.gov/content/pkg/CPRT-94SPRT66609/pdf/CPRT-94SPRT66609.pdf","79.9 MB","","0 B","","0 B","","0 B","","0 B","WATER RESOURCES RESEARCH ACT OF 1964: AN ASSESSMENT PREPARED BY THE ENVIRONMENT AND NATURAL RESOURCES POLICY DIVISION CONGRESSIONAL RESEARCH SERVICE LIBRARY OF CONGRESS • AT THE REQUEST OF Frank Church, Chairman SUBCOMMITTEE ON ENERGY RESEARCH AND WATER RESOURCES OF THE COMMITTEE ON INTERIOR AND INSULAR AFFAIRS MARCH 1976 66-609 Printed for the use...","","1976-03-01"
"638","Congressional Committee Prints","CPRT-110HPRT38035","CPRT-110HPRT38035","TITLE 5, UNITED STATES CODE Government Organization and Employees","https://www.govinfo.gov/app/details/CPRT-110HPRT38035/CPRT-110HPRT38035","https://www.govinfo.gov/content/pkg/CPRT-110HPRT38035/pdf/CPRT-110HPRT38035.pdf","2.2 MB","https://www.govinfo.gov/content/pkg/CPRT-110HPRT38035/html/CPRT-110HPRT38035.htm","787.0 B","","0 B","","0 B","","0 B"," GOVERNMENT REFORM HOUSE OF REPRESENTATIVES MARCH 2008 Printed for the use of the Committee on Oversight and Government Reform VerDate 11-MAY-2000 10:21 Mar 24, 2008 Jkt 000000 PO 00000 Frm 00001 Fmt 6012 Sfmt 6012 C:\TITLE5\T5ATOC.LC HGOVREF1 PsN: HGOVREF1 VerDate 11-MAY-2000 10:21 Mar 24, 2008 Jkt 000000 PO 00000 Frm 00002 Fmt 6012 Sfmt 6012 C:\...","","2008-03-01"
"639","Congressional Committee Prints","CPRT-114HPRT24497","CPRT-114HPRT24497","Committee on Natural Resources Legislative Calendar (2015-2016)","https://www.govinfo.gov/app/details/CPRT-114HPRT24497/CPRT-114HPRT24497","https://www.govinfo.gov/content/pkg/CPRT-114HPRT24497/pdf/CPRT-114HPRT24497.pdf","9.4 MB","https://www.govinfo.gov/content/pkg/CPRT-114HPRT24497/html/CPRT-114HPRT24497.htm","1.6 KB","","0 B","","0 B","","0 B"," Rob Bishop, Chairman FIRST SESSION CONVENED: JANUARY 6, 2015 ADJOURNED: DECEMBER 18, 2015 SECOND SESSION CONVENED: JANUARY 4, 2016 ADJOURNED: JANUARY 3, 2017 FINAL Copies of bills, resolutions, and reports listed herein may be obtained, so long as they remain available, from the Document Room of the United States House of ...","","2015-01-06"
"640","Congressional Committee Prints","CPRT-95HPRT30911","CPRT-95HPRT30911","Review of the Office of Technology Assessment and its organic act: report prepared by the Subcommittee on Science, Research, and Technology of the Committee on Science and Technology, U.S. House of Representatives, Ninety-fifth Congress, second session.","https://www.govinfo.gov/app/details/CPRT-95HPRT30911/CPRT-95HPRT30911","https://www.govinfo.gov/content/pkg/CPRT-95HPRT30911/pdf/CPRT-95HPRT30911.pdf","113.5 MB","","0 B","","0 B","","0 B","","0 B"," ACT REPORT PREPARED BY THE SUBCOMMITTEE ON SCIENCE, RESEARCH AND TECHNOLOGY OF THE COMMITTEE ON SCIENCE AND TECHNOLOGY U.S. HOUSE OF REPRESENTATIVES NINETY-FIFTH CONGRESS SECOND SESSION Serial UU NOVEMBER 1978 Printed for the use of the Committee on Science and Technology U.S. GOVERNMENT PRINTING OFFICE 30-911 WASHINGTON : 1978 For sale by the ...","","1978-11-01"
"641","Congressional Committee Prints","CPRT-112HPRT78878","CPRT-112HPRT78878","COMMITTEE ON TRANSPORTATION AND INFRASTRUCTURE John L. Mica, Chairman","https://www.govinfo.gov/app/details/CPRT-112HPRT78878/CPRT-112HPRT78878","https://www.govinfo.gov/content/pkg/CPRT-112HPRT78878/pdf/CPRT-112HPRT78878.pdf","6.9 MB","https://www.govinfo.gov/content/pkg/CPRT-112HPRT78878/html/CPRT-112HPRT78878.htm","1.5 KB","","0 B","","0 B","","0 B"," John L. Mica, Chairman First Session Convened January 5, 2011 Adjourned January 3, 2012 Second Session Convened January 3, 2012 Adjourned January 3, 2013 Copies of bills, resolutions, and reports listed herein may be obtained, so long as they remain available, from the Superintendent, Document Room, House of Representatives, Washington, D.C., ...","","2013-01-03"
"642","Congressional Committee Prints","CPRT-110HPRT48719","CPRT-110HPRT48719","Committee on Natural Resources Legislative Calendar (2007-2008)","https://www.govinfo.gov/app/details/CPRT-110HPRT48719/CPRT-110HPRT48719","https://www.govinfo.gov/content/pkg/CPRT-110HPRT48719/pdf/CPRT-110HPRT48719.pdf","98.2 MB","https://www.govinfo.gov/content/pkg/CPRT-110HPRT48719/html/CPRT-110HPRT48719.htm","1.1 KB","","0 B","","0 B","","0 B"," NICK J. RAHALL, II, Chairman FIRST SESSION SECOND SESSION FINAL CONVENED JANUARY 4, 1007 ADJOURNED DECEMBER 19, 2007 CONVENED JANUARY 3, 2008 ADJOURNED JANUARY 3, 2009 For sale by the Superintendent or Documents, Congressional Sales Office U.S. Government Printing Office, Washington, DC 20402 •• .. .. . . COMMITTEE ON NATURAL ...","","2009-01-03"
"643","Congressional Committee Prints","CPRT-95HPRT84049","CPRT-95HPRT84049","A compilation of Federal laws relating to conservation and development of our nation's fish and wildlife resources, environmental quality, and oceanography.","https://www.govinfo.gov/app/details/CPRT-95HPRT84049/CPRT-95HPRT84049","https://www.govinfo.gov/content/pkg/CPRT-95HPRT84049/pdf/CPRT-95HPRT84049.pdf","741.8 MB","","0 B","","0 B","","0 B","","0 B"," Development of Our nation’s Fish and Wildlife Resources, Environmental Quality, and Oceanography January 1977 Serial No. 95-B Printed for the use of the Committee on Merchant Marine and Fisheries [COMMITTEE PRINT] A COMPILATION OF Federal Laws RELATING TO Conservation and Development of Our Nation’s Fish and Wildlife Resources/ Environmental ...","","1977-01-01"
"644","Congressional Committee Prints","CPRT-95JPRT92208Op2","CPRT-95JPRT92208Op2","Annual report of the Congressional Research Service of the Library of Congress for fiscal year 1976 to the Joint Committee on the Library, United States Congress.","https://www.govinfo.gov/app/details/CPRT-95JPRT92208Op2/CPRT-95JPRT92208Op2","https://www.govinfo.gov/content/pkg/CPRT-95JPRT92208Op2/pdf/CPRT-95JPRT92208Op2.pdf","29.4 MB","","0 B","","0 B","","0 B","","0 B"," RESEARCH SERVICE F THE LIBRARY OF CONGRESS FOR FISCAL YEAR 1976 TO THE JOINT COMMITTEE ON THE LIBRARY UNITED STATES CONGRESS PURSUANT TO Public Law 91-510 Title III, Part 2 (Section 321) JUNE 22, 1977 Printed for the use of the Joint Committee on the Library 92-208 0 U.S. GOVERNMENT PRINTING OFFICE WASHINGTON : 1977 A I SAS s i ATE MANHATTAN ...","","1977-06-22"
"645","Congressional Committee Prints","CPRT-91SPRT29113O","CPRT-91SPRT29113O","Enactments by the 90th Congress concerning education and training: second session, 1968, with related Presidential recommendations, legislative histories of the bills, and digests of the enactments: prepared for the Committee on Labor and Public Welfare, United States Senate.","https://www.govinfo.gov/app/details/CPRT-91SPRT29113O/CPRT-91SPRT29113O","https://www.govinfo.gov/content/pkg/CPRT-91SPRT29113O/pdf/CPRT-91SPRT29113O.pdf","222.0 MB","","0 B","","0 B","","0 B","","0 B"," TRAINING Second Session 1968 li Related Presidential Recommendations, Legislative Histories of the Bills, and Digests of the Enactments) PREPARED IN THE HSLATIVE REFERENCE SERVICE OF THE LIBRARY OF CONGRESS FOR THE COMMITTEE ON LABOR AND PUBLIC WELFARE UNITED STATES SENATE JUNE 1969 Printed for the use of the Committee on Labor and Public ...","","1969-06-01"
"646","Congressional Committee Prints","CPRT-94SPRT52659OvI","CPRT-94SPRT52659OvI","Concurrent resolutions on the FY 1976 budget: compendium of materials leading to passage. Volume 1, first concurrent resolution (H. Con. Res. 218): compiled by staff of the Committee on the Budget, United States Senate ...","https://www.govinfo.gov/app/details/CPRT-94SPRT52659OvI/CPRT-94SPRT52659OvI","https://www.govinfo.gov/content/pkg/CPRT-94SPRT52659OvI/pdf/CPRT-94SPRT52659OvI.pdf","536.1 MB","","0 B","","0 B","","0 B","","0 B"," OF MATERIALS <------ lh CC - 3^0 GO (T LEADING TO PASSAGE Compiled by Staff of THE COMMITTEE ON THE BUDGET UNITED STATES SENATE Volume 1: First Concurrent Resolution (H. Con. Res. 218) OCTOBER 1975 Printed for the use of the Committee on the Budget 841£ &} committee pbint CONCURRENT RESOLUTIONS ON THE FY 1976 BUDGET COMPENDIUM OF MATERIALS...","","1975-10-01"
